CustomerID,Name,State,Education,Gender,Age,Married,NumPets,JoinDate,TransactionDate,MonthlySpend,DaysSinceLastInteraction
CUST10383,Willie Green,Colorado,PhD,Non-Binary,74,Yes,1,2022-01-22,2024-05-06,526.87,451
CUST10627,Gary Richardson,New York,Master,Non-Binary,32,No,0,2021-06-18,2023-09-12,30.5,688
CUST10618,Kelly Beard,Colorado,Bachelor,Non-Binary,58,Yes,1,2021-03-17,2024-02-11,115.6,536
CUST10552,Margaret Mcfarland,Georgia,Associate,Non-Binary,36,No,2,2024-01-20,2025-04-01,637.29,121
CUST10556,Ashley Roberts,California,Associate,Non-Binary,50,No,4,2023-01-22,2024-12-12,247.99,231
CUST10848,Brandon Phillips,Washington,Bachelor,Male,55,No,4,2023-03-02,2024-02-27,391.83,520
CUST10801,Tyler Peterson,Ohio,Bachelor,Non-Binary,53,No,3,2023-10-28,2025-05-07,138.76,85
CUST10523,Angela Allen,California,Associate,Female,46,No,0,2020-09-21,2024-08-28,729.81,337
CUST10354,Jennifer Marshall,New York,Master,Non-Binary,45,No,1,2021-05-19,2023-03-29,439.96,855
CUST10130,Eric Nelson,Ohio,Bachelor,Female,44,Yes,1,2022-01-19,2022-12-29,183.55,945
CUST10975,Max Carson,Ohio,Master,Male,34,No,0,2021-03-10,2021-05-28,433.2,1525
CUST10382,Crystal Hines,Ohio,High School,Male,41,Yes,1,2022-06-10,2024-12-22,132.46,221
CUST10138,Chelsea James,Texas,PhD,Male,69,No,2,2024-06-14,2024-12-23,39.08,220
CUST10666,Matthew Lopez,Illinois,Master,Female,43,No,1,2023-12-27,2024-11-22,137.27,251
CUST10722,Jerry Castaneda,California,Associate,Female,29,No,1,2023-08-24,2023-12-16,755.25,593
CUST10798,Sharon Schneider,Washington,High School,Non-Binary,45,No,2,2021-04-30,2024-02-07,107.94,540
CUST10624,Kelly Ramos,Georgia,High School,Female,35,Yes,2,2021-06-16,2021-07-27,288.58,1465
CUST10283,Adam Davis,Illinois,High School,Male,51,No,0,2022-06-13,2024-01-19,203.92,559
CUST10897,Richard Becker,Washington,High School,Male,27,Yes,4,2022-04-22,2022-07-07,145.35,1120
CUST10956,Richard Mercado,New York,Bachelor,Non-Binary,74,No,1,2021-05-25,2022-01-28,335.24,1280
CUST10336,Garrett Sanders,Florida,Master,Non-Binary,69,No,3,2021-10-17,2022-06-04,111.81,1153
CUST10685,Shelley Thomas,Arizona,PhD,Female,58,No,2,2024-04-22,2024-12-30,508.64,213
CUST10293,Susan Davis,Illinois,Master,Male,45,Yes,2,2021-09-22,2024-04-12,531.34,475
CUST10099,Danielle Huffman,New York,High School,Non-Binary,18,No,2,2021-12-09,2024-08-10,207.73,355
CUST10753,Alison Mccarthy,Georgia,Associate,Male,56,Yes,1,2021-02-25,2022-02-01,418.31,1276
CUST10097,Frank Moore,Ohio,Associate,Male,80,No,0,2021-07-22,2024-12-04,443.07,239
CUST10686,Dennis Kane,Washington,PhD,Female,75,No,3,2023-08-24,2025-04-09,285.38,113
CUST10502,Hannah Turner,Colorado,Bachelor,Male,30,No,4,2022-04-30,2023-11-10,184.44,629
CUST10548,Gordon Roman,New York,High School,Non-Binary,62,No,2,2023-10-11,2025-05-04,976.86,88
CUST10262,Edward Medina,Georgia,Associate,Male,62,No,2,2021-07-15,2021-12-06,457.55,1333
CUST10838,Derek Salinas,Ohio,Associate,Non-Binary,62,Yes,1,2021-12-06,2024-04-26,137.75,461
CUST10798,Sharon Schneider,Washington,High School,Non-Binary,45,No,2,2021-04-30,2021-10-02,497.06,1398
CUST10181,Kimberly Aguirre,Arizona,Master,Non-Binary,65,Yes,0,2023-06-27,2024-03-26,66.46,492
CUST10677,Tony Johnson,Georgia,Master,Male,26,Yes,3,2022-10-29,2024-02-20,331.43,527
CUST10250,Alicia Higgins,Texas,Master,Female,74,Yes,1,2023-10-15,2024-12-01,323.2,242
CUST10804,Thomas Graham,Texas,Bachelor,Female,34,Yes,2,2022-03-20,2022-08-24,245.82,1072
CUST10422,Kyle Garcia,Washington,PhD,Non-Binary,54,No,3,2023-05-25,2023-11-08,472.24,631
CUST10364,Douglas Sullivan DDS,Arizona,Master,Male,80,No,0,2023-01-30,2024-12-11,356.47,232
CUST10909,Daniel Contreras,Colorado,Associate,Non-Binary,18,Yes,2,2023-08-15,2025-03-25,322.18,128
CUST10672,Stephen Wright,Florida,Associate,Non-Binary,75,Yes,0,2021-05-24,2024-06-15,124.38,411
CUST10720,Mrs. Raven Fisher,Florida,High School,Non-Binary,72,No,1,2021-04-06,2022-12-12,69.54,962
CUST10781,Michelle Wiley,Arizona,Master,Non-Binary,77,Yes,3,2024-07-14,2025-05-06,368.62,86
CUST10146,Beverly Webb,Georgia,Master,Female,78,No,2,2023-09-06,2025-01-11,169.64,201
CUST10459,Michael Williams,Ohio,High School,Non-Binary,43,No,2,2022-07-21,2022-10-23,80.08,1012
CUST10611,John Walsh,New York,Master,Male,74,No,2,2021-05-15,2021-08-25,237.42,1436
CUST10840,Amy Moore,Illinois,High School,Non-Binary,53,Yes,1,2023-11-25,2024-05-25,299.63,432
CUST10028,Mark Gates,Ohio,PhD,Non-Binary,58,Yes,0,2022-07-12,2023-04-22,619.04,831
CUST10854,Brittany Fox,New York,Master,Male,74,Yes,0,2023-04-12,2024-06-18,209.1,408
CUST10601,Eric Norris,New York,Bachelor,Male,67,Yes,2,2024-02-10,2025-02-11,58.54,170
CUST10905,Virginia Ramsey,Georgia,Master,Non-Binary,25,No,2,2022-06-17,2023-02-20,10.27,892
CUST10493,Angela Massey,Washington,Bachelor,Non-Binary,65,No,4,2023-06-15,2024-08-20,722.29,345
CUST10526,Walter Dean,Texas,Master,Male,68,Yes,1,2021-05-30,2022-09-19,207.25,1046
CUST10777,Andrew Walker,Georgia,Master,Female,46,Yes,1,2022-10-28,2023-09-23,810.84,677
CUST10467,Kaitlyn Hudson,New York,PhD,Female,55,No,2,2022-07-11,2025-04-24,353.43,98
CUST10224,Jacob Yates,Washington,Master,Non-Binary,60,No,0,2023-03-30,2024-08-30,113.76,335
CUST10560,April Richardson,Florida,Master,Female,28,No,0,2021-09-12,2025-02-21,255.08,160
CUST10646,Michael Flores,New York,PhD,Female,21,No,1,2022-01-09,2024-11-20,127.48,253
CUST10006,Jeffrey Torres,Colorado,Bachelor,Non-Binary,72,No,1,2021-01-18,2024-01-13,88.53,565
CUST10959,Angela Huber,Arizona,PhD,Non-Binary,70,No,0,2021-10-14,2023-04-17,60.97,836
CUST10902,Matthew Knox,Florida,High School,Male,32,Yes,0,2024-07-27,2024-11-01,424.23,272
CUST10491,David Vazquez,Florida,Associate,Non-Binary,30,No,1,2024-06-11,2025-05-07,342.91,85
CUST10907,Matthew Graham,Ohio,PhD,Female,31,No,2,2021-02-26,2025-02-01,182.15,180
CUST10800,Michael Tate,Colorado,Associate,Male,39,Yes,0,2023-10-30,2024-01-10,394.63,568
CUST10061,Robert Humphrey,Florida,Bachelor,Female,33,Yes,2,2023-08-04,2025-05-28,464.73,64
CUST10569,Brandon Castro,Illinois,Master,Non-Binary,35,Yes,2,2022-06-29,2023-06-27,149.71,765
CUST10985,Melanie Garcia,Florida,Master,Male,22,Yes,2,2020-08-07,2024-04-18,297.04,469
CUST10708,Amber Boyer,Texas,Associate,Female,67,No,1,2021-07-09,2023-01-18,203.24,925
CUST10014,Matthew Alvarez,Texas,High School,Non-Binary,40,No,2,2022-09-12,2023-10-12,226.53,658
CUST10614,Cynthia Campbell,California,Associate,Male,27,No,1,2021-06-01,2024-02-05,559.14,542
CUST10798,Sharon Schneider,Washington,High School,Non-Binary,45,No,2,2021-04-30,2022-07-11,312.69,1116
CUST10226,Darren Bishop,Ohio,Associate,Male,64,Yes,1,2022-01-09,2024-01-21,315.78,557
CUST10602,William Reed,Florida,High School,Female,69,No,0,2021-05-06,2022-07-06,508.77,1121
CUST10041,Christine Johnson,Washington,High School,Female,75,Yes,1,2024-05-27,2024-07-26,183.6,370
CUST10122,Brandy Robertson,Florida,PhD,Female,76,No,2,2021-09-19,2024-06-23,625.7,403
CUST10500,Sandra Matthews,Ohio,Master,Non-Binary,72,Yes,2,2023-01-20,2023-09-04,197.87,696
CUST10101,Melissa Flores,Georgia,Master,Non-Binary,78,No,2,2023-01-06,2024-11-20,535.45,253
CUST10097,Frank Moore,Ohio,Associate,Male,80,No,0,2021-07-22,2023-08-08,399.06,723
CUST10989,David Hernandez,California,High School,Non-Binary,35,Yes,1,2023-07-23,2024-12-16,129.6,227
CUST10801,Tyler Peterson,Ohio,Bachelor,Non-Binary,53,No,3,2023-10-28,2024-10-17,491.9,287
CUST10255,Paul Smith,Florida,Master,Non-Binary,38,No,0,2022-03-20,2023-04-21,504.57,832
CUST10276,Sandra Torres,Texas,High School,Non-Binary,59,No,1,2023-08-15,2025-04-23,496.89,99
CUST10709,Jason Haynes,California,Bachelor,Female,36,No,1,2023-10-03,2024-10-27,177.1,277
CUST10385,Stephen Gray,New York,Associate,Female,25,No,4,2022-04-10,2025-05-19,608.05,73
CUST10525,Michelle Campbell,Colorado,PhD,Female,72,Yes,1,2021-10-04,2023-09-13,117.56,687
CUST10241,Logan Garcia,Georgia,High School,Non-Binary,69,Yes,1,2022-03-23,2023-01-24,69.34,919
CUST10936,Shannon Guzman,New York,Bachelor,Male,43,Yes,3,2020-12-05,2024-05-24,319.76,433
CUST10644,Karen Fitzgerald,Illinois,PhD,Non-Binary,50,No,1,2022-06-20,2023-02-26,121.7,886
CUST10483,Robert Oconnell,Illinois,Associate,Female,57,Yes,1,2022-04-22,2025-05-09,262.1,83
CUST10002,Dylan Schwartz,New York,Bachelor,Female,22,No,0,2021-06-24,2023-01-08,448.95,935
CUST10705,Sarah Hodge,California,Bachelor,Female,25,No,2,2023-10-07,2025-04-06,746.95,116
CUST10760,Becky May,Colorado,Master,Female,23,Yes,2,2024-06-07,2025-07-24,517.0,7
CUST10077,James Chang,Georgia,Associate,Non-Binary,76,Yes,2,2022-10-10,2025-07-17,123.91,14
CUST10688,Christine Martinez,New York,Associate,Male,54,Yes,1,2024-02-24,2024-03-30,114.68,488
CUST10902,Matthew Knox,Florida,High School,Male,32,Yes,0,2024-07-27,2025-01-04,145.59,208
CUST10632,Fernando Fuller,Illinois,Associate,Non-Binary,75,No,2,2022-03-13,2022-05-06,231.2,1182
CUST10712,Matthew Keller,Washington,Bachelor,Female,42,Yes,3,2021-01-05,2023-03-01,476.32,883
CUST10764,Cassie Morgan,Florida,Bachelor,Non-Binary,67,Yes,1,2024-07-14,2025-05-09,661.32,83
CUST10396,Jessica Wang,Florida,PhD,Male,29,No,2,2021-03-29,2024-11-29,80.68,244
CUST10801,Tyler Peterson,Ohio,Bachelor,Non-Binary,53,No,3,2023-10-28,2024-08-09,311.33,356
CUST10363,David Lopez,Georgia,High School,Female,75,No,3,2024-05-10,2024-06-29,155.53,397
CUST10830,Kenneth Frost,New York,Master,Female,32,Yes,1,2024-04-17,2025-07-02,156.83,29
CUST10935,Scott Wood MD,California,High School,Male,78,No,0,2023-02-05,2023-08-02,540.29,729
CUST10474,John Graham,Washington,Bachelor,Female,73,No,2,2023-02-06,2025-02-28,549.19,153
CUST10369,Matthew Coleman,New York,Associate,Female,73,Yes,1,2024-07-26,2025-01-29,237.31,183
CUST10818,Melissa Hernandez,Ohio,High School,Female,56,No,1,2021-04-25,2021-04-28,344.39,1555
CUST10590,Nicholas Gilmore,Ohio,Master,Non-Binary,37,No,0,2021-09-24,2023-02-25,305.13,887
CUST10090,Cameron Bowen,Arizona,Master,Female,32,No,2,2022-10-29,2024-06-14,439.79,412
CUST10205,Francis Romero,Texas,High School,Non-Binary,22,Yes,0,2023-10-13,2025-01-09,10.28,203
CUST10812,Alison Stanley,New York,Master,Non-Binary,45,No,2,2021-02-15,2023-08-27,122.74,704
CUST10925,Dr. Joshua Patel,Arizona,PhD,Female,53,Yes,0,2022-11-10,2023-07-30,111.04,732
CUST10670,Logan Cohen,Illinois,Bachelor,Non-Binary,75,No,1,2024-03-10,2024-05-05,129.55,452
CUST10710,Derek Smith,Illinois,PhD,Male,63,Yes,0,2021-05-02,2023-03-16,799.43,868
CUST10925,Dr. Joshua Patel,Arizona,PhD,Female,53,Yes,0,2022-11-10,2024-05-24,329.85,433
CUST10327,Collin Terrell,Ohio,Master,Male,65,No,2,2023-12-07,2024-07-09,426.89,387
CUST10526,Walter Dean,Texas,Master,Male,68,Yes,1,2021-05-30,2022-10-24,198.2,1011
CUST10182,Donna Nichols DDS,Florida,Master,Non-Binary,78,No,3,2024-01-10,2024-11-27,445.4,246
CUST10586,Robert Peck,California,PhD,Female,68,No,2,2021-09-03,2025-07-30,636.39,1
CUST10820,David Ramirez,Florida,Associate,Non-Binary,74,Yes,1,2022-03-16,2023-04-15,73.17,838
CUST10321,Micheal Davis,Texas,High School,Female,39,Yes,3,2023-12-30,2024-02-10,78.08,537
CUST10449,John Lloyd,Arizona,Master,Non-Binary,31,Yes,0,2022-07-03,2024-07-07,351.23,389
CUST10595,Maria Jackson,California,Master,Female,72,No,2,2023-09-08,2024-12-01,514.19,242
CUST10385,Stephen Gray,New York,Associate,Female,25,No,4,2022-04-10,2024-04-11,657.48,476
CUST10206,Michelle Schmidt,Ohio,Associate,Female,67,Yes,0,2020-11-29,2024-09-14,138.36,320
CUST10980,Mike Alvarado,New York,Bachelor,Male,45,No,0,2023-12-09,2024-12-16,236.88,227
CUST10409,Gwendolyn Brooks,Illinois,High School,Female,26,Yes,0,2021-04-01,2023-03-27,71.28,857
CUST10085,Carmen Jones,Washington,Master,Non-Binary,27,Yes,2,2023-11-30,2023-12-27,557.73,582
CUST10927,Paul Garcia,Texas,Bachelor,Male,54,No,3,2021-02-13,2024-08-21,304.14,344
CUST10552,Margaret Mcfarland,Georgia,Associate,Non-Binary,36,No,2,2024-01-20,2025-03-29,211.07,124
CUST10931,Cathy Brown,Florida,Bachelor,Female,21,No,0,2022-01-21,2023-12-02,244.35,607
CUST10211,Jessica Calhoun,Texas,High School,Male,36,No,1,2020-09-21,2021-08-10,173.68,1451
CUST10964,Carla Johnson,Washington,PhD,Non-Binary,19,Yes,1,2023-08-04,2024-12-04,678.73,239
CUST10015,Kayla Oneill,Texas,PhD,Non-Binary,69,No,2,2021-05-07,2024-09-17,292.68,317
CUST10893,Jeff Miller,California,High School,Male,26,Yes,3,2022-09-11,2022-11-12,63.51,992
CUST10402,Antonio Peters,Illinois,Associate,Non-Binary,42,No,1,2022-01-30,2023-10-26,34.01,644
CUST10758,Nicolas Cruz,Illinois,Master,Male,66,No,1,2022-02-25,2022-05-08,717.37,1180
CUST10319,Scott Perez,Florida,High School,Non-Binary,47,Yes,1,2021-09-19,2023-04-23,317.35,830
CUST10580,Kayla Gonzalez,Georgia,High School,Female,45,No,1,2021-11-28,2023-02-20,386.12,892
CUST10548,Gordon Roman,New York,High School,Non-Binary,62,No,2,2023-10-11,2023-11-06,27.55,633
CUST10389,Sean Smith,California,High School,Male,59,No,0,2022-08-10,2022-10-28,623.27,1007
CUST10758,Nicolas Cruz,Illinois,Master,Male,66,No,1,2022-02-25,2022-04-21,115.42,1197
CUST10779,Tiffany Clements,Arizona,Master,Male,71,No,1,2021-07-23,2024-07-30,90.94,366
CUST10134,Travis Barber,Ohio,Bachelor,Male,67,Yes,0,2020-11-15,2025-03-02,631.62,151
CUST10635,Sherry Stanley,Washington,Associate,Female,39,No,1,2023-12-28,2025-03-14,465.19,139
CUST10558,Andrew Rivera,Colorado,High School,Male,69,No,2,2024-06-13,2024-11-15,816.95,258
CUST10427,Jesse Robinson,Washington,Master,Male,75,No,0,2022-02-14,2022-12-16,347.76,958
CUST10574,David Jensen,New York,Bachelor,Non-Binary,51,No,4,2021-05-11,2025-07-17,403.25,14
CUST10404,Brian Reynolds,Florida,PhD,Female,21,Yes,1,2023-11-04,2025-01-29,252.04,183
CUST10198,Joseph Wilson,Florida,Associate,Male,38,No,0,2020-10-06,2024-06-16,297.9,410
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,2020-08-17,2023-10-19,1222.99,651
CUST10349,James Smith,Arizona,High School,Non-Binary,64,No,0,2021-11-21,2025-01-18,172.29,194
CUST10381,Jeffrey Cook,Arizona,Master,Female,21,No,1,2021-06-16,2022-11-14,657.81,990
CUST10658,Matthew Flowers,Illinois,Bachelor,Male,60,No,0,2022-09-19,2025-07-13,834.18,18
CUST10745,Robert Mosley,Washington,PhD,Female,20,No,1,2020-08-09,2021-05-02,87.92,1551
CUST10777,Andrew Walker,Georgia,Master,Female,46,Yes,1,2022-10-28,2023-07-22,221.42,740
CUST10815,Carol Peterson MD,Washington,Master,Non-Binary,46,Yes,3,2024-06-17,2025-04-24,140.45,98
CUST10080,Nicole Burns,New York,Associate,Male,23,No,3,2022-07-09,2024-03-17,409.26,501
CUST10407,Robert Anderson,Arizona,High School,Non-Binary,66,Yes,3,2021-09-18,2024-01-23,242.74,555
CUST10804,Thomas Graham,Texas,Bachelor,Female,34,Yes,2,2022-03-20,2022-12-19,241.78,955
CUST10316,Christopher Serrano,New York,High School,Male,60,Yes,1,2022-12-15,2025-04-12,166.49,110
CUST10672,Stephen Wright,Florida,Associate,Non-Binary,75,Yes,0,2021-05-24,2022-12-07,276.74,967
CUST10373,James White,Washington,Associate,Non-Binary,69,Yes,0,2021-03-08,2024-06-12,77.02,414
CUST10802,April Davis,Arizona,Bachelor,Non-Binary,30,No,4,2023-02-06,2024-07-20,147.84,376
CUST10644,Karen Fitzgerald,Illinois,PhD,Non-Binary,50,No,1,2022-06-20,2023-08-29,533.06,702
CUST10138,Chelsea James,Texas,PhD,Male,69,No,2,2024-06-14,2025-06-25,77.57,36
CUST10530,Dana Smith,New York,High School,Female,41,Yes,2,2024-01-12,2025-02-12,625.9,169
CUST10517,Jonathan Cunningham PhD,Ohio,Master,Non-Binary,54,No,2,2021-02-02,2024-12-19,306.64,224
CUST10033,Kelli Robinson,Arizona,PhD,Male,18,No,3,2023-05-28,2023-08-28,386.78,703
CUST10209,Richard Brown,New York,High School,Male,71,Yes,2,2023-04-06,2023-11-07,496.91,632
CUST10477,Caleb Perry,Ohio,High School,Female,63,No,0,2022-12-27,2023-09-06,155.91,694
CUST10197,Nicole Alvarez,Washington,Master,Male,46,Yes,1,2021-08-26,2025-02-14,99.59,167
CUST10877,David Vazquez,Arizona,Master,Male,26,Yes,1,2022-10-15,2024-06-01,251.28,425
CUST10222,Mr. Lance Cisneros,Texas,Associate,Non-Binary,64,No,2,2022-11-03,2024-09-07,190.33,327
CUST10983,Sean Galloway,Colorado,High School,Non-Binary,66,Yes,1,2022-02-10,2023-06-01,294.97,791
CUST10338,Charles Davis,Arizona,Master,Female,50,Yes,3,2023-07-14,2024-06-17,780.23,409
CUST10875,Jennifer Morales,New York,Bachelor,Female,63,No,2,2023-06-25,2023-11-15,706.07,624
CUST10754,Brian Harris,California,Master,Male,28,Yes,1,2021-05-02,2023-10-29,601.98,641
CUST10325,Valerie Shelton,New York,Associate,Male,21,No,0,2022-03-17,2024-10-25,355.77,279
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,2020-08-17,2021-02-28,205.59,1614
CUST10372,Jennifer Sullivan,Ohio,PhD,Female,50,No,0,2023-05-30,2023-10-17,50.73,653
CUST10615,Frank Bowman,New York,Master,Non-Binary,59,No,3,2024-01-25,2025-02-02,1386.98,179
CUST10465,Juan Zamora,Colorado,High School,Female,51,No,1,2023-03-03,2024-11-08,347.26,265
CUST10892,Raymond Riley,Washington,PhD,Male,54,No,2,2021-09-08,2021-11-21,671.14,1348
CUST10611,John Walsh,New York,Master,Male,74,No,2,2021-05-15,2024-12-11,410.89,232
CUST10764,Cassie Morgan,Florida,Bachelor,Non-Binary,67,Yes,1,2024-07-14,2024-12-31,161.56,212
CUST10431,Daniel Fernandez,California,Associate,Female,36,Yes,0,2021-07-04,2023-10-19,124.61,651
CUST10398,Teresa Gardner,Illinois,High School,Male,72,Yes,3,2023-12-01,2024-08-24,593.49,341
CUST10657,David Woods,Georgia,Associate,Non-Binary,76,No,0,2023-08-27,2025-02-11,622.57,170
CUST10602,William Reed,Florida,High School,Female,69,No,0,2021-05-06,2025-01-24,146.14,188
CUST10050,Marilyn Jackson,New York,Bachelor,Male,32,No,1,2024-06-22,2024-08-04,242.97,361
CUST10340,Elizabeth Phillips,California,Bachelor,Non-Binary,80,No,0,2020-08-30,2023-09-08,340.65,692
CUST10326,Melissa Price,Texas,Bachelor,Non-Binary,65,No,2,2020-09-11,2024-08-27,181.19,338
CUST10712,Matthew Keller,Washington,Bachelor,Female,42,Yes,3,2021-01-05,2025-02-03,310.13,178
CUST10143,Catherine Church,Georgia,PhD,Non-Binary,74,No,2,2023-09-12,2025-01-11,168.44,201
CUST10254,Dean Wright,Florida,PhD,Male,80,No,0,2021-05-30,2025-05-11,178.42,81
CUST10107,Shelley Mcdowell,Florida,High School,Male,61,No,0,2020-08-17,2022-01-14,684.76,1294
CUST10074,James Garcia DDS,Florida,Master,Male,58,Yes,1,2022-05-14,2023-06-24,733.36,768
CUST10823,Courtney Meyer,Georgia,High School,Non-Binary,35,Yes,0,2021-12-21,2023-04-18,619.68,835
CUST10674,Robert Turner,Ohio,Associate,Female,78,No,1,2021-10-06,2024-10-12,550.89,292
CUST10002,Dylan Schwartz,New York,Bachelor,Female,22,No,0,2021-06-24,2024-10-03,461.25,301
CUST10123,Lauren Wilkerson,California,Associate,Non-Binary,53,Yes,1,2021-03-10,2022-06-06,582.02,1151
CUST10725,John Tyler,Arizona,Bachelor,Female,69,No,2,2023-06-18,2025-01-21,130.83,191
CUST10150,Mary Keller,Arizona,Bachelor,Female,74,Yes,1,2021-04-01,2023-07-22,90.01,740
CUST10149,Kayla Ortiz,Washington,PhD,Non-Binary,73,No,2,2022-11-09,2023-03-11,278.18,873
CUST10140,Sean Becker,Texas,Associate,Male,41,No,2,2024-06-10,2025-01-21,265.48,191
CUST10462,Billy Thompson,Ohio,Associate,Male,37,Yes,4,2023-12-14,2025-03-10,637.21,143
CUST10882,Amber Watson,Arizona,High School,Non-Binary,61,No,3,2021-04-01,2024-07-16,118.74,380
CUST10576,Laura Miller,Texas,PhD,Female,29,No,3,2023-05-18,2023-12-09,94.67,600
CUST10910,Justin Scott,Washington,Bachelor,Male,23,Yes,1,2023-07-04,2025-06-17,1233.11,44
CUST10333,Wendy Ponce,Ohio,Master,Male,60,Yes,4,2024-05-12,2025-03-07,113.59,146
CUST10127,Courtney Cuevas,Illinois,High School,Non-Binary,58,Yes,0,2020-09-04,2024-08-11,687.67,354
CUST10112,Jasmin Duarte,Texas,High School,Non-Binary,19,No,0,2022-09-21,2024-05-06,72.45,451
CUST10690,Leah Moore,Arizona,Bachelor,Non-Binary,24,Yes,1,2021-07-24,2023-04-23,197.13,830
CUST10045,Amanda Berg,Illinois,Bachelor,Male,28,No,2,2023-02-23,2023-07-06,227.14,756
CUST10535,Teresa Garcia,Georgia,High School,Female,28,No,0,2024-05-15,2025-01-14,42.71,198
CUST10778,Jillian Bauer PhD,Texas,PhD,Non-Binary,57,Yes,4,2023-05-20,2025-01-23,92.37,189
CUST10243,Nicholas Johnson,Ohio,Bachelor,Non-Binary,50,Yes,2,2020-12-20,2021-09-20,462.35,1410
